source_domain,source_type,min_source_priority,max_source_priority,row_count,day_count
thesudburystar.com,general_news,1,1,330,27
epikaira.gr,general_news,1,1,329,21
gasgoo.com,general_news,1,1,329,20
granbyexpress.com,general_news,1,1,329,27
padovaoggi.it,general_news,1,1,329,27
yabiladi.com,general_news,1,1,329,27
aktuale.mk,general_news,1,1,328,27
klack.de,general_news,1,1,328,27
leconomistemaghrebin.com,general_news,1,1,328,27
piacenzasera.it,general_news,1,1,328,27
rfdtv.com,general_news,1,1,328,24
ktvu.com,general_news,1,1,327,27
kwit.org,general_news,1,1,327,27
nbcconnecticut.com,general_news,1,1,327,27
fox7austin.com,general_news,1,1,326,27
gazzettadellaspezia.com,general_news,1,1,326,27
habersefi.com,general_news,1,1,326,10
kob.com,general_news,1,1,326,27
namibian.com.na,general_news,1,1,326,27
ilpescara.it,general_news,1,1,325,27
lematin.ch,general_news,1,1,325,27
lemauricien.com,general_news,1,1,325,27
parameter.sk,general_news,1,1,325,26
periodicocontacto.com,general_news,1,1,325,20
theadvocate.com,general_news,1,1,325,27
agroperspectiva.com,general_news,1,1,324,23
dangjian.cn,general_news,1,1,324,19
gjsentinel.com,general_news,1,1,324,27
incomemagazine.ro,general_news,1,1,324,27
keyt.com,general_news,1,1,324,27
kpcw.org,general_news,1,1,324,27
nbcwashington.com,general_news,1,1,324,27
norfolkandtillsonburgnews.com,general_news,1,1,324,25
protv.md,general_news,1,1,324,27
rappler.com,general_news,1,1,324,27
roarmag.org,general_news,1,1,324,21
wgospodarce.pl,general_news,1,1,324,27
alakhbar.info,general_news,1,1,323,27
arka.am,general_news,1,1,323,24
postregister.com,general_news,1,1,323,27
rac.com.br,general_news,1,1,323,27
vajma.info,general_news,1,1,323,27
channelstv.com,general_news,1,1,322,13
chattanoogan.com,general_news,1,1,322,27
diarioeldia.cl,general_news,1,1,322,27
directoalpaladar.com,general_news,1,1,322,27
gorjeanul.ro,general_news,1,1,322,24
costanachrichten.com,general_news,1,1,321,27
estense.com,general_news,1,1,321,27
jaenoticia.com.br,general_news,1,1,321,27
kcrg.com,general_news,1,1,321,26
lametino.it,general_news,1,1,321,27
sicilianews24.it,general_news,1,1,321,27
620ckrm.com,general_news,1,1,320,27
medanbisnisdaily.com,general_news,1,1,320,27
oimparcial.com.br,general_news,1,1,320,27
talcualdigital.com,general_news,1,1,320,27
anbaaonline.com,general_news,1,1,319,27
communitypress.ca,general_news,1,1,319,24
halkinsesikibris.com,general_news,1,1,319,27
imerazante.gr,general_news,1,1,319,27
radio.uchile.cl,general_news,1,1,319,27
tuttoggi.info,general_news,1,1,319,27
varna24.bg,general_news,1,1,319,27
whmi.com,general_news,1,1,319,27
windsorstar.com,general_news,1,1,319,26
933thedrive.com,general_news,1,1,318,27
abc7news.com,general_news,1,1,318,27
channelafrica.co.za,general_news,1,1,318,27
finanza.repubblica.it,general_news,1,1,318,19
hessenschau.de,general_news,1,1,318,27
housingwire.com,general_news,1,1,318,26
ktvz.com,general_news,1,1,318,27
lesoleil.sn,general_news,1,1,318,27
litaliano.it,general_news,1,1,318,27
minuto30.com,general_news,1,1,318,27
nexotur.com,general_news,1,1,318,22
wbrz.com,general_news,1,1,318,27
attackofthefanboy.com,general_news,1,1,317,26
dagpravda.ru,general_news,1,1,317,27
foxwilmington.com,general_news,1,1,317,27
krdo.com,general_news,1,1,317,27
omirante.pt,general_news,1,1,317,27
quinewspisa.it,general_news,1,1,317,27
sabado.pt,general_news,1,1,317,27
wdiy.org,general_news,1,1,317,27
boersennews.de,general_news,1,1,316,27
challenges.fr,general_news,1,1,316,27
kwbu.org,general_news,1,1,316,27
newsbtc.com,general_news,1,1,316,27
notisistema.com,general_news,1,1,316,24
parisstaronline.com,general_news,1,1,316,27
pressnote.in,general_news,1,1,316,27
thenational.com.pg,general_news,1,1,316,20
tspr.org,general_news,1,1,316,27
atv.hu,general_news,1,1,315,27
boainformacao.com.br,general_news,1,1,315,27
bologna2000.com,general_news,1,1,315,27
chimbotenlinea.com,general_news,1,1,315,26
foreignpolicy.com,general_news,1,1,315,26
futura-sciences.com,general_news,1,1,315,27
kfgo.com,general_news,1,1,315,27
kvia.com,general_news,1,1,315,27
military.com,general_news,1,1,315,27
nltimes.nl,general_news,1,1,315,27
prairiepublic.org,general_news,1,1,315,27
saidaonline.com,general_news,1,1,315,27
wftv.com,general_news,1,1,315,27
woodstocksentinelreview.com,general_news,1,1,315,27
agenciafe.com,general_news,1,1,314,27
almakos.com,general_news,1,1,314,27
anbariloche.com.ar,general_news,1,1,314,27
dailybusiness.ro,general_news,1,1,314,27
english.wafa.ps,general_news,1,1,314,27
pudelek.pl,general_news,1,1,314,27
torontosun.com,general_news,1,1,314,27
wyomingpublicmedia.org,general_news,1,1,314,26
ahram.org.eg,general_news,1,1,313,27
elmercurio.com.mx,general_news,1,1,313,27
fox32chicago.com,general_news,1,1,313,27
iowapublicradio.org,general_news,1,1,313,27
ksut.org,general_news,1,1,313,27
laprovinciaunicatv.it,general_news,1,1,313,27
monitorulsv.ro,general_news,1,1,313,26
ghorbanews.com,general_news,1,1,312,27
infodefensa.com,general_news,1,1,312,27
kosovarja-ks.com,general_news,1,1,312,27
parmatoday.it,general_news,1,1,312,27
sentinelandenterprise.com,general_news,1,1,312,27
tekniikkatalous.fi,general_news,1,1,312,27
telemundo52.com,general_news,1,1,312,27
thejasnews.com,general_news,1,1,312,26
el-carabobeno.com,general_news,1,1,311,27
genovatoday.it,general_news,1,1,311,27
lefaso.net,general_news,1,1,311,27
mebpersonel.com,general_news,1,1,311,27
numerama.com,general_news,1,1,311,27
samacharjagat.com,general_news,1,1,311,24
thechronicle.com.gh,general_news,1,1,311,24
whbl.com,general_news,1,1,311,27
abc7chicago.com,general_news,1,1,310,27
armenews.com,general_news,1,1,310,27
burgasinfo.com,general_news,1,1,310,27
counterpunch.org,general_news,1,1,310,21
garant.ru,general_news,1,1,310,19
legal.gmw.cn,general_news,1,1,310,22
medicaldaily.com,general_news,1,1,310,26
sanluishoy.com.mx,general_news,1,1,310,27
daytondailynews.com,general_news,1,1,309,27
eastrussia.ru,general_news,1,1,309,21
jhm.fr,general_news,1,1,309,27
revistaeyn.com,general_news,1,1,309,27
sirajlive.com,general_news,1,1,309,27
theregister.com,general_news,1,1,309,26
andigital.com.ar,general_news,1,1,308,27
apr.org,general_news,1,1,308,27
casertanews.it,general_news,1,1,308,27
chiangraitimes.com,general_news,1,1,308,27
formiche.net,general_news,1,1,308,27
jornalfolhadoestado.com,general_news,1,1,308,27
krtv.com,general_news,1,1,308,27
newtuscia.it,general_news,1,1,308,26
nezavisne.com,general_news,1,1,308,27
pachamamaradio.org,general_news,1,1,308,21
theconstructionindex.co.uk,general_news,1,1,308,21
wfmd.com,general_news,1,1,308,25
wuky.org,general_news,1,1,308,27
australianherald.com,general_news,1,1,307,25
ijpr.org,general_news,1,1,307,27
kvpr.org,general_news,1,1,307,27
murcia.com,general_news,1,1,307,21
omanobserver.om,general_news,1,1,307,27
suntimes.com,general_news,1,1,307,27
winchesterstar.com,general_news,1,1,307,27
wptv.com,general_news,1,1,307,27
acidadeon.com,general_news,1,1,306,27
bamada.net,general_news,1,1,306,27
begeek.fr,general_news,1,1,306,27
canicattiweb.com,general_news,1,1,306,27
albawaba.com,general_news,1,1,305,27
correiodobrasil.com.br,general_news,1,1,305,27
elperiodico.com.do,general_news,1,1,305,27
jornada.com.pe,general_news,1,1,305,27
journalgazette.net,general_news,1,1,305,27
lyoncapitale.fr,general_news,1,1,305,27
mdr.de,general_news,1,1,305,27
moldpres.md,general_news,1,1,305,27
odessa-life.od.ua,general_news,1,1,305,27
thechronicle-online.com,general_news,1,1,305,27
wncw.org,general_news,1,1,305,27
wxxinews.org,general_news,1,1,305,27
csid.ro,general_news,1,1,304,27
ekonomiaonline.com,general_news,1,1,304,27
gzstv.com,general_news,1,1,304,27
lex18.com,general_news,1,1,304,27
outlookindia.com,general_news,1,1,304,27
theusnews.com,general_news,1,1,304,27
wmuk.org,general_news,1,1,304,27
wtvbam.com,general_news,1,1,304,26
denizlihaber.com,general_news,1,1,303,25
elfinancierocr.com,general_news,1,1,303,27
elliotlakestandard.ca,general_news,1,1,303,27
elpatagonico.com,general_news,1,1,303,27
kiro7.com,general_news,1,1,303,27
krgv.com,general_news,1,1,303,27
punto-informatico.it,general_news,1,1,303,26
son.tv,general_news,1,1,303,27
tnbiz.cz,general_news,1,1,303,27
wxpr.org,general_news,1,1,303,27
cochranetimespost.ca,general_news,1,1,302,27
con-telegraph.ie,general_news,1,1,302,27
fnweb.de,general_news,1,1,302,27
gooya.com,general_news,1,1,302,27
guardian.co.tt,general_news,1,1,302,27
revistapuntodevista.com.mx,general_news,1,1,302,24
carscoops.com,general_news,1,1,301,27
filmibeat.com,general_news,1,1,301,11
queenslandcountrylife.com.au,general_news,1,1,301,27
stratfordbeaconherald.com,general_news,1,1,301,27
tumentoday.ru,general_news,1,1,301,27
vb.kg,general_news,1,1,301,27
wutc.org,general_news,1,1,301,27
allocine.fr,general_news,1,1,300,26
divany.hu,general_news,1,1,300,27
ketr.org,general_news,1,1,300,27
korabel.ru,general_news,1,1,300,26
northernnews.ca,general_news,1,1,300,27
stthomastimesjournal.com,general_news,1,1,300,27
wuft.org,general_news,1,1,300,27
abqjournal.com,general_news,1,1,299,27
berkshireeagle.com,general_news,1,1,299,26
chicoer.com,general_news,1,1,299,27
kansaspublicradio.org,general_news,1,1,299,27
local3news.com,general_news,1,1,299,27
news.am,general_news,1,1,299,10
thereporteronline.com,general_news,1,1,299,27
umbriajournal.com,general_news,1,1,299,27
webradio.hu,general_news,1,1,299,27
whqr.org,general_news,1,1,299,27
24smi.org,general_news,1,1,298,27
h24info.ma,general_news,1,1,298,27
landbrugsavisen.dk,general_news,1,1,298,27
las2orillas.co,general_news,1,1,298,27
nownews.com,general_news,1,1,298,27
russian.news.cn,general_news,1,1,298,27
santamariatimes.com,general_news,1,1,298,27
ayna.az,general_news,1,1,297,27
digitaltrends.com,general_news,1,1,297,27
marinelink.com,general_news,1,1,297,22
shasha.ps,general_news,1,1,297,27
waldnet.nl,general_news,1,1,297,27
africa-newsroom.com,general_news,1,1,296,27
foggiatoday.it,general_news,1,1,296,27
globaltimes.cn,general_news,1,1,296,27
javedch.com,general_news,1,1,296,26
kbia.org,general_news,1,1,296,27
newstalkzb.co.nz,general_news,1,1,296,27
sputnik-georgia.com,general_news,1,1,296,27
squarefoot.com.hk,general_news,1,1,296,27
yamagata-np.jp,general_news,1,1,296,27
adnsureste.info,general_news,1,1,295,27
nuovosud.it,general_news,1,1,295,27
topagrar.pl,general_news,1,1,295,27
71sangbad.com,general_news,1,1,294,13
actionnewsjax.com,general_news,1,1,294,27
bug.org.ua,general_news,1,1,294,26
haberts.com,general_news,1,1,294,26
hayat.ba,general_news,1,1,294,26
hayspost.com,general_news,1,1,294,27
ky3.com,general_news,1,1,294,27
primerafuente.com.ar,general_news,1,1,294,23
wwaytv3.com,general_news,1,1,294,26
azonline.de,general_news,1,1,293,26
elpinguino.com,general_news,1,1,293,24
jalopnik.com,general_news,1,1,293,27
newsukraine.com.ua,general_news,1,1,293,27
publicradiotulsa.org,general_news,1,1,293,27
anspress.com,general_news,1,1,292,27
dominicanoshoy.com,general_news,1,1,292,26
ivg.it,general_news,1,1,292,27
ktvq.com,general_news,1,1,292,27
nbcdfw.com,general_news,1,1,292,27
negaheiraniannews.ir,general_news,1,1,292,26
news.hsw.cn,general_news,1,1,292,27
re-port.ru,general_news,1,1,292,27
theclinic.cl,general_news,1,1,292,17
trendencias.com,general_news,1,1,292,27
vijesti.hrt.hr,general_news,1,1,292,27
akipress.org,general_news,1,1,291,27
analitica.com,general_news,1,1,291,27
cecildaily.com,general_news,1,1,291,27
cronachemaceratesi.it,general_news,1,1,291,27
kenw.org,general_news,1,1,291,27
ktvh.com,general_news,1,1,291,26
kunr.org,general_news,1,1,291,27
kxlh.com,general_news,1,1,291,27
kyuk.org,general_news,1,1,291,27
laverdad.com,general_news,1,1,291,26
mb.com.ph,general_news,1,1,291,27
scroll.in,general_news,1,1,291,27
telemundochicago.com,general_news,1,1,291,27
archinect.com,general_news,1,1,290,27
islamicinvitationturkey.com,general_news,1,1,290,25
midnorthmonitor.com,general_news,1,1,290,27
nettg.pl,general_news,1,1,290,27
pliroforiodotis.gr,general_news,1,1,290,25
sanfordherald.com,general_news,1,1,290,27
swissinfo.ch,general_news,1,1,290,27
tidende.dk,general_news,1,1,290,27
wallaceburgcourierpress.com,general_news,1,1,290,26
agronews.gr,general_news,1,1,289,27
atitudinea.ro,general_news,1,1,289,27
jornalcruzeiro.com.br,general_news,1,1,289,27
kbzk.com,general_news,1,1,289,26
meganoticias.mx,general_news,1,1,289,27
mzamin.com,general_news,1,1,289,23
news.k618.cn,general_news,1,1,289,27
nnz-online.de,general_news,1,1,289,27
sudanile.com,general_news,1,1,289,26
trud-ost.ru,general_news,1,1,289,27
wandtv.com,general_news,1,1,289,27
wfsu.org,general_news,1,1,289,27
aex.ru,general_news,1,1,288,23
dailydispatch.co.za,general_news,1,1,288,27
finanzasdigital.com,general_news,1,1,288,27
lanoticia1.com,general_news,1,1,288,27
lasiritide.it,general_news,1,1,288,25
now.com,general_news,1,1,288,26
polispress.gr,general_news,1,1,288,21
santacruzsentinel.com,general_news,1,1,288,27
telemetro.com,general_news,1,1,288,27
thenorthlines.com,general_news,1,1,288,27
bolugundem.com,general_news,1,1,287,27
edmontonjournal.com,general_news,1,1,287,27
europafm.ro,general_news,1,1,287,25
ilpiacenza.it,general_news,1,1,287,27
politics.gmw.cn,general_news,1,1,287,27
veronasera.it,general_news,1,1,287,27
arezzonotizie.it,general_news,1,1,286,27
corren.se,general_news,1,1,286,27
lanouvelle.net,general_news,1,1,286,27
money.bg,general_news,1,1,286,27
news24.com,general_news,1,1,286,27
newsyemen.net,general_news,1,1,286,27
onedio.com,general_news,1,1,286,27
privataaffarer.se,general_news,1,1,286,25
theoaklandpress.com,general_news,1,1,286,27
tribune.gr,general_news,1,1,286,27
waterford-news.ie,general_news,1,1,286,27
ziuanews.ro,general_news,1,1,286,27
demokracija.si,general_news,1,1,285,27
eastidahonews.com,general_news,1,1,285,27
lamarseillaise.fr,general_news,1,1,285,24
parlamentario.com,general_news,1,1,285,27
quotidianopiemontese.it,general_news,1,1,285,27
radioresita.ro,general_news,1,1,285,27
vn.20minut.ua,general_news,1,1,285,27
wnyc.org,general_news,1,1,285,27
ziarulfaclia.ro,general_news,1,1,285,27
anglocelt.ie,general_news,1,1,284,27
baltimorestar.com,general_news,1,1,284,27
bizportal.rs,general_news,1,1,284,26
goodhousekeeping.com,general_news,1,1,284,27
ironmountaindailynews.com,general_news,1,1,284,26
kunm.org,general_news,1,1,284,27
lecceprima.it,general_news,1,1,284,27
policie.gov.cz,general_news,1,1,284,24
techcrunch.com,general_news,1,1,284,27
westernpeople.ie,general_news,1,1,284,27
zyrtare.net,general_news,1,1,284,27
agrodigital.com,general_news,1,1,283,25
apotheke-adhoc.de,general_news,1,1,283,26
editorialedomani.it,general_news,1,1,283,27
gazetaexpress.com,general_news,1,1,283,6
heraldgoa.in,general_news,1,1,283,27
imolaoggi.it,general_news,1,1,283,27
krmg.com,general_news,1,1,283,27
maritime-executive.com,general_news,1,1,283,27
mynspr.org,general_news,1,1,283,27
somdnews.com,general_news,1,1,283,26
tech.wp.pl,general_news,1,1,283,27
termolionline.it,general_news,1,1,283,27
zsnews.cn,general_news,1,1,283,26
affarsvarlden.se,general_news,1,1,282,23
baritoday.it,general_news,1,1,282,27
capeandislands.org,general_news,1,1,282,27
ina-online.net,general_news,1,1,282,27
kinhdoanhnet.vn,general_news,1,1,282,25
newsinamerica.com,general_news,1,1,282,27
tetovasot.com,general_news,1,1,282,27
addustour.com,general_news,1,1,281,26
brindisireport.it,general_news,1,1,281,27
calabriareportage.it,general_news,1,1,281,27
diyarbakirsoz.com,general_news,1,1,281,24
ftchinese.com,general_news,1,1,281,26
ideastream.org,general_news,1,1,281,27
thefastmode.com,general_news,1,1,281,20
unsertirol24.com,general_news,1,1,281,26
kelownacapnews.com,general_news,1,1,280,27
marcheinfesta.it,general_news,1,1,280,26
nbcnewyork.com,general_news,1,1,280,27
theherald.co.za,general_news,1,1,280,27
wdio.com,general_news,1,1,280,27
autobild.de,general_news,1,1,279,26
bolognatoday.it,general_news,1,1,279,27
borsamatik.com.tr,general_news,1,1,279,25
carlow-nationalist.ie,general_news,1,1,279,27
lankadeepa.lk,general_news,1,1,279,27
laprovinciadicomo.it,general_news,1,1,279,27
omroepbrabant.nl,general_news,1,1,279,27
petitbleu.fr,general_news,1,1,279,27
tempostretto.it,general_news,1,1,279,27
chimpreports.com,general_news,1,1,278,27
descifrado.com,general_news,1,1,278,27
digitalspy.com,general_news,1,1,278,27
libe.ma,general_news,1,1,278,27
mesabitribune.com,general_news,1,1,278,27
politicamentecorretto.com,general_news,1,1,278,24
tomshardware.com,general_news,1,1,278,27
7newsbelize.com,general_news,1,1,277,20
akp.gov.kh,general_news,1,1,277,27
astanatv.kz,general_news,1,1,277,27
die-glocke.de,general_news,1,1,277,20
foxla.com,general_news,1,1,277,27
kdhlradio.com,general_news,1,1,277,27
leseco.ma,general_news,1,1,277,22
telerama.fr,general_news,1,1,277,27
abc11.com,general_news,1,1,276,27
elvigia.net,general_news,1,1,276,24
lecconotizie.com,general_news,1,1,276,27
localnews8.com,general_news,1,1,276,27
macombdaily.com,general_news,1,1,276,27
money.it,general_news,1,1,276,27
wemu.org,general_news,1,1,276,27
wsmv.com,general_news,1,1,276,26
aripaev.ee,general_news,1,1,275,27
diarioelargentino.com,general_news,1,1,275,27
fraza.ua,general_news,1,1,275,27
objectiv.tv,general_news,1,1,275,27
speedweek.com,general_news,1,1,275,27
telefonino.net,general_news,1,1,275,27
whio.com,general_news,1,1,275,27
wrkf.org,general_news,1,1,275,27
chipchick.com,general_news,1,1,274,27
hawaiitribune-herald.com,general_news,1,1,274,27
hulldailymail.co.uk,general_news,1,1,274,27
ilcittadinoonline.it,general_news,1,1,274,27
infolibre.es,general_news,1,1,274,27
telemundoareadelabahia.com,general_news,1,1,274,27
tribune242.com,general_news,1,1,274,20
azfamily.com,general_news,1,1,273,27
cesenatoday.it,general_news,1,1,273,27
easternmirrornagaland.com,general_news,1,1,273,25
kazokuchannel.doorblog.jp,general_news,1,1,273,27
kclu.org,general_news,1,1,273,27
mustaqila.com,general_news,1,1,273,27
radiookapi.net,general_news,1,1,273,27
sardegnalive.net,general_news,1,1,273,26
sookenewsmirror.com,general_news,1,1,273,26
thenewsherald.com,general_news,1,1,273,27
cardu.com.tw,general_news,1,1,272,27
ciudad.com.ar,general_news,1,1,272,26
gsmarena.com,general_news,1,1,272,27
leadertelegram.com,general_news,1,1,272,27
newsweek.pl,general_news,1,1,272,27
perugiatoday.it,general_news,1,1,272,27
qstheory.cn,general_news,1,1,272,27
timesleader.com,general_news,1,1,272,24
topspeed.com,general_news,1,1,272,27
wcbe.org,general_news,1,1,272,27
wxyz.com,general_news,1,1,272,27
33live.ru,general_news,1,1,271,26
ampravda.ru,general_news,1,1,271,27
fijivillage.com,general_news,1,1,271,27
interempresas.net,general_news,1,1,271,20
laprensa.hn,general_news,1,1,271,27
nagalandpost.com,general_news,1,1,271,11
purepeople.com,general_news,1,1,271,27
srilankamirror.com,general_news,1,1,271,27
szabadsag.ro,general_news,1,1,271,26
tgregione.it,general_news,1,1,271,26
thescottishfarmer.co.uk,general_news,1,1,271,27
waer.org,general_news,1,1,271,27
banyuetan.org,general_news,1,1,270,21
chp.com.ua,general_news,1,1,270,19
elsiglo.com.ve,general_news,1,1,270,27
greaterbelize.com,general_news,1,1,270,25
insurancebusinessmag.com,general_news,1,1,270,9
kpax.com,general_news,1,1,270,27
kxlf.com,general_news,1,1,270,27
riminitoday.it,general_news,1,1,270,27
superomsk.ru,general_news,1,1,270,27
thebull.com.au,general_news,1,1,270,23
tv2east.dk,general_news,1,1,270,25
vice.com,general_news,1,1,270,27
alphatv.gr,general_news,1,1,269,27
diariodaregiao.com.br,general_news,1,1,269,27
lexpressiondz.com,general_news,1,1,269,20
publicradioeast.org,general_news,1,1,269,27
skaikritis.gr,general_news,1,1,269,26
vimatisko.gr,general_news,1,1,269,27
altoonamirror.com,general_news,1,1,268,27
dailythepatriot.com,general_news,1,1,268,25
edmontonexaminer.com,general_news,1,1,268,27
gazettextra.com,general_news,1,1,268,27
greatbendpost.com,general_news,1,1,268,27
ravennatoday.it,general_news,1,1,268,27
sostav.ru,general_news,1,1,268,27
wvasfm.org,general_news,1,1,268,27
billboard.com,general_news,1,1,267,27
elbuho.pe,general_news,1,1,267,27
elnuevodia.com.co,general_news,1,1,267,27
georgiatoday.ge,general_news,1,1,267,24
kildare-nationalist.ie,general_news,1,1,267,27
m24digital.com,general_news,1,1,267,24
mignews.com.ua,general_news,1,1,267,27
nbcsandiego.com,general_news,1,1,267,27
cbnews.fr,general_news,1,1,266,22
cleantechnica.com,general_news,1,1,266,27
fuw.ch,general_news,1,1,266,22
homenewshere.com,general_news,1,1,266,27
jp.se,general_news,1,1,266,27
realitytea.com,general_news,1,1,266,26
rkm.kiev.ua,general_news,1,1,266,27
tsf.pt,general_news,1,1,266,27
wpxi.com,general_news,1,1,266,27
aksalser.com,general_news,1,1,265,27
companion.ua,general_news,1,1,265,27
globalpunjabtv.com,general_news,1,1,265,27
muz-tv.ru,general_news,1,1,265,26
orientaldaily.on.cc,general_news,1,1,265,21
patriotpost.us,general_news,1,1,265,22
portageonline.com,general_news,1,1,265,27
redepeabirus.com.br,general_news,1,1,265,23
themarker.com,general_news,1,1,265,27
vietq.vn,general_news,1,1,265,27
vogue.com,general_news,1,1,265,25
anconatoday.it,general_news,1,1,264,27
autopro.com.vn,general_news,1,1,264,27
castellinotizie.it,general_news,1,1,264,27
corumhaber.net,general_news,1,1,264,26
laprensaaustral.cl,general_news,1,1,264,24
lospiffero.com,general_news,1,1,264,27
martinoticias.com,general_news,1,1,264,27
prvnizpravy.cz,general_news,1,1,264,22
radiogdansk.pl,general_news,1,1,264,27
time.kz,general_news,1,1,264,25
turmush.kg,general_news,1,1,264,27
ksfr.org,general_news,1,1,263,27
kuaf.com,general_news,1,1,263,27
lejdd.fr,general_news,1,1,263,24
lelezard.com,general_news,1,1,263,6
portalodia.com,general_news,1,1,263,26
vernonmorningstar.com,general_news,1,1,263,27
wcax.com,general_news,1,1,263,26
dailydemocrat.com,general_news,1,1,262,27
delcotimes.com,general_news,1,1,262,27
infovaticana.com,general_news,1,1,262,27
ktiv.com,general_news,1,1,262,27
midiario.com,general_news,1,1,262,27
seher.no,general_news,1,1,262,27
whdh.com,general_news,1,1,262,27
fox29.com,general_news,1,1,261,27
gorenjskiglas.si,general_news,1,1,261,26
knau.org,general_news,1,1,261,27
newsinfo.ru,general_news,1,1,261,27
oann.com,general_news,1,1,261,27
preberi.si,general_news,1,1,261,27
today.az,general_news,1,1,261,25
africanews.com,general_news,1,1,260,27
bashinform.ru,general_news,1,1,260,27
lexpress.fr,general_news,1,1,260,27
nuevodia.com.ve,general_news,1,1,260,25
paperpk.com,general_news,1,1,260,26
ticinonews.ch,general_news,1,1,260,27
tpr.org,general_news,1,1,260,27
wsvn.com,general_news,1,1,260,27
africaguinee.com,general_news,1,1,259,27
artdaily.com,general_news,1,1,259,25
bbtnews.com.cn,general_news,1,1,259,27
channel3000.com,general_news,1,1,259,27
fairfieldsuntimes.com,general_news,1,1,259,27
fox13seattle.com,general_news,1,1,259,27
fox17online.com,general_news,1,1,259,27
kamatica.com,general_news,1,1,259,27
roscommonherald.ie,general_news,1,1,259,27
securitylab.ru,general_news,1,1,259,26
serqqapisi.az,general_news,1,1,259,26
gorod48.ru,general_news,1,1,258,26
hngnews.com,general_news,1,1,258,27
impuls.cz,general_news,1,1,258,27
mortgagesolutions.co.uk,general_news,1,1,258,20
smallbiztrends.com,general_news,1,1,258,27
sputnik-georgia.ru,general_news,1,1,258,27
biz.cnews.ru,general_news,1,1,257,19
chietitoday.it,general_news,1,1,257,27
elretratodehoy.com.ar,general_news,1,1,257,26
haaretz.com,general_news,1,1,257,27
ilsecoloxix.it,general_news,1,1,257,26
interlochenpublicradio.org,general_news,1,1,257,27
ksby.com,general_news,1,1,257,27
linkiesta.it,general_news,1,1,257,24
news-herald.com,general_news,1,1,257,27
uralpress.ru,general_news,1,1,257,25
wccftech.com,general_news,1,1,257,25
westhawaiitoday.com,general_news,1,1,257,27
cheknews.ca,general_news,1,1,256,27
dailyfreeman.com,general_news,1,1,256,27
elrancaguino.cl,general_news,1,1,256,27
guampdn.com,general_news,1,1,256,27
hngn.com,general_news,1,1,256,26
kcbx.org,general_news,1,1,256,27
laois-nationalist.ie,general_news,1,1,256,27
lavozdigital.es,general_news,1,1,256,27
proplanta.de,general_news,1,1,256,27
zerkalo.az,general_news,1,1,256,26
aradon.ro,general_news,1,1,255,27
rutland-times.co.uk,general_news,1,1,255,27
saultthisweek.com,general_news,1,1,255,25
torinoggi.it,general_news,1,1,255,27
wirtualnemedia.pl,general_news,1,1,255,27
abc13.com,general_news,1,1,254,27
cronicaviva.com.pe,general_news,1,1,254,27
dongascience.com,general_news,1,1,254,24
gn-online.de,general_news,1,1,254,27
lafranceagricole.fr,general_news,1,1,254,26
romania-insider.com,general_news,1,1,254,19
suprobhat.com,general_news,1,1,254,27
toutelatele.ouest-france.fr,general_news,1,1,254,27
valsassinanews.com,general_news,1,1,254,27
americansongwriter.com,general_news,1,1,253,27
fox5ny.com,general_news,1,1,253,27
gs.by,general_news,1,1,253,27
kaosenlared.net,general_news,1,1,253,25
lacapital.com.mx,general_news,1,1,253,26
loktej.com,general_news,1,1,253,26
noozhawk.com,general_news,1,1,253,26
opinione.it,general_news,1,1,253,18
rozanaspokesman.com,general_news,1,1,253,26
stripes.com,general_news,1,1,253,27
urbanmilwaukee.com,general_news,1,1,253,27
chuzhou.cn,general_news,1,1,252,20
diariojunio.com.ar,general_news,1,1,252,27
greenreport.it,general_news,1,1,252,27
guineenews.org,general_news,1,1,252,27
hn24.hnonline.sk,general_news,1,1,252,27
ktbs.com,general_news,1,1,252,27
manager-magazin.de,general_news,1,1,252,27
rtv21.tv,general_news,1,1,252,27
wcpo.com,general_news,1,1,252,26
aquiacontece.com.br,general_news,1,1,251,21
autonomija.info,general_news,1,1,251,27
barandbench.com,general_news,1,1,251,25
enanyang.my,general_news,1,1,251,27
modenatoday.it,general_news,1,1,251,27
techdirt.com,general_news,1,1,251,26
tv4.se,general_news,1,1,251,27
vicnews.com,general_news,1,1,251,26
abc7ny.com,general_news,1,1,250,27
chandpurtimes.com,general_news,1,1,250,27
diariodoamapa.com.br,general_news,1,1,250,24
eltelegrafo.com.ec,general_news,1,1,250,27
frifagbevegelse.no,general_news,1,1,250,27
hallmarknews.com,general_news,1,1,250,27
hospitalitynet.org,general_news,1,1,250,20
realtid.se,general_news,1,1,250,27
sahilonline.net,general_news,1,1,250,24
timpul.md,general_news,1,1,250,25
vermelho.org.br,general_news,1,1,250,22
92q.com,general_news,1,1,249,26
cjme.com,general_news,1,1,249,27
klubradio.hu,general_news,1,1,249,27
kristv.com,general_news,1,1,249,26
lanaciondominicana.com,general_news,1,1,249,27
larepublica.ec,general_news,1,1,249,27
mining.com,commodity_specialist,4,4,249,26
napoli.repubblica.it,general_news,1,1,249,27
sandiegored.com,general_news,1,1,249,27
theland.com.au,general_news,1,1,249,26
unt.se,general_news,1,1,249,22
wataugademocrat.com,general_news,1,1,249,25
wtvr.com,general_news,1,1,249,27
wtxl.com,general_news,1,1,249,27
boston.com,general_news,1,1,248,25
crooksandliars.com,general_news,1,1,248,27
edmontonsun.com,general_news,1,1,248,26
